audio_file;transcription;translation
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50964\5849_50964_000021_000001.wav;Dorothy gave Nan a beautiful little gold locket with her picture in it, and Flossie received the dearest little real shell pocketbook ever seen.;
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000036_000000.wav;"""I go far.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000020_000007.wav;Where were the oars?;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000056_000001.wav;"Look well at the setting sun, you may not live to see it rise.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000047_000001.wav;"Why, Grandpapa, I couldn't."" Phronsie drew a long breath, then threw herself convulsively into his arms, her face working hard in her efforts not to cry.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\102884\1630_102884_000001_000000.wav;(A LETTER FROM NEW YORK TO THE AUTHOR'S OWN COUNTRYMEN);
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000023_000001.wav;The women in the tent, at least a large part of them up near the coffin, began to sing in a soft, tearful way, 'I was a wandering sheep.' Then while the singing was going on, one row of women stood up and walked slowly past the casket, and as they went by, each one placed a flower of some kind upon it.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000077_000001.wav;"I wonder if you think I can get ready to be married in five days.""";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288047\116_288047_000008_000001.wav;"But even if this were desirable, it is not possible. Evolution is our destiny; of what use is it, then, to take up arms against destiny?";
opus_datasets/extracted/LibriTTS_R/dev-other\6467\97061\6467_97061_000001_000002.wav;The attendants in the adjoining apartments, hearing the scream, thought something dreadful must have happened.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000030_000000.wav;"""Burmistone,"" he said, after having spoken his first words, ""who is that tall girl in white?""";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000077_000000.wav;"""I cannot.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000026_000002.wav;Because they are possessed they are no longer men and women.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000029_000000.wav;Was it to be so sudden then?;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000078_000001.wav;"""I want to write, too, I do,"" she cried, very much excited.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000019_000000.wav;The report that Jesus had twelve apostles seems also mythical.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141760\1701_141760_000008_000000.wav;"""Dear me, how you have changed!""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000019_000002.wav;I know not what to do.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000002_000000.wav;The days glided by, with the stiffness in Chris Lee's limbs growing less painful, and the pony recovering fast, for the clear mountain air seemed to act like a cure for wounds.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000003_000000.wav;It was Napoleon accompanied by two aides de camp.;
opus_datasets/extracted/LibriTTS_R/dev-other\7697\245715\7697_245715_000004_000003.wav;Therefore neither would there have been weakness of body in infants.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000050_000000.wav;"""Banns, I should think.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6599\38591\6599_38591_000001_000013.wav;It was Garcilaso de la Vega, the prince of Spanish poesy, the Spanish Petrarch, according to his fellow countrymen.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000027_000000.wav;"""Any time the doctor likes.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000016_000001.wav;You won't?;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000029_000000.wav;"""It's just as I thought...";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000087_000001.wav;"I forgive you, mademoiselle,"" said D'Artagnan; ""I know that, at my age, those who are looking for me generally need me for something or another.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000028_000000.wav;"""Thank God!"" said Sonya, crossing herself.";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000004_000002.wav;There was no other such child, there never had been, and there never would be.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\56594\4570_56594_000017_000001.wav;The old preacher listened to him with evident signs of displeasure, twistin' and groanin' till he couldn't stand it no longer.;
opus_datasets/extracted/LibriTTS_R/dev-other\2506\13150\2506_13150_000008_000000.wav;Sick! sick!;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000011_000000.wav;"""A priest of Apollo?"" I interrogated.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000052_000001.wav;"""She died six years ago, and I have been so lonely since.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1650\167613\1650_167613_000022_000007.wav;How can I explain?...;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000014_000003.wav;Hurry up and find out.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000020_000001.wav;His trials are over.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000029_000000.wav;George Jacob Holyoake, of England, tells how in the days of utter poverty, his believing mother asked the Lord, again and again-on her knees, with tears streaming from her eyes, and with absolute faith in Jesus' ability to keep His promise,--to give her starving children their daily bread.;
opus_datasets/extracted/LibriTTS_R/dev-other\6467\62797\6467_62797_000001_000002.wav;It is generally supposed that no scorpion can live in this village, and that the sacred ashes from Sattandi Amman's shrine are a specific for scorpion stings.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\29134\4831_29134_000014_000004.wav;Is it some other vain, brilliant, beautiful temple of soul staining amusement and hilarity?;
opus_datasets/extracted/LibriTTS_R/dev-other\1585\131718\1585_131718_000036_000010.wav;The other man could not, and so we let him out.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000002_000001.wav;No dreams visited us, but in accordance with the immemorial habit of those who live out-whether in the woods, on the plains, among the mountains, or at sea-once during the night each of us rose on his elbow, looked about him, and dropped back to sleep.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000015_000002.wav;In his will he provided that his body was to be buried, without washing, in the clothing in which he died.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000062_000002.wav;You cannot mean that you are really going to leave the Church-to give up Helstone-to be for ever separate from me, from mamma-led away by some delusion-some temptation!;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000006_000000.wav;We were the only ones who did go afoot, however, although the corrals were not more than two hundred yards' distant.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000018_000002.wav;The one staid foundation of her home, of her idea of her beloved father, seemed reeling and rocking.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000058_000000.wav;"""You do not expect me to be a coward?""";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274150\8288_274150_000027_000001.wav;But suddenly the king, who had heard Louise's exclamation, darted through the opening, and hurried forward to her assistance.;
opus_datasets/extracted/LibriTTS_R/dev-other\2506\11267\2506_11267_000005_000003.wav;The strawberry leaves on her chariot panels are engraved on her ladyship's heart.;
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000015_000001.wav;"The danger was certain now; it was near.";
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000026_000006.wav;"At last, after six days of slow navigation, Point Beecher was sighted to the north on the first of August. Hatteras passed the last few hours at his masthead; the open sea that Stewart had perceived on may thirtieth eighteen fifty one, about latitude seventy six degrees twenty minutes, could not be far off; but as far as the eye could reach, Hatteras saw no indication of it.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000012_000007.wav;And a year, and a second, and a third, he proceeded thus, until his fame had flown over the face of the kingdom.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000005_000004.wav;"Such expressions in our language as ""ill starred,"" ""a lucky star,"" ""disaster,"" ""lunacy,"" and so on, indicate the hold which astrology once enjoyed upon the human mind.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96252\7641_96252_000010_000000.wav;He is now just as little likely to allow others to starve, while he himself has enough and to spare, as any one would be to suffer hunger one day in order to have more the next day than he could enjoy.;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000018_000004.wav;What was to be done?;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000032_000002.wav;People have pretty well forgotten my other mistakes-the liniment cake and setting Diana drunk and flying into a temper with mrs Lynde.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000065_000001.wav;"""I think I do understand.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000026_000000.wav;"""No, she didn't, either,"" corrected Dorothy.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000028_000001.wav;"I don't believe in encouraging them to come around at all.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000019_000004.wav;They might be described as runaway human beings.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\56594\4570_56594_000012_000000.wav;"""'No,' says the gentleman.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288047\116_288047_000002_000000.wav;What is a myth?;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000024_000002.wav;Lelechka suddenly glanced toward her mother's corner and screamed with joy.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000036_000001.wav;It is six years since I was home, and it seems like three times six.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000013_000000.wav;Between each utterance the little shape advanced about half a dozen yards.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\101619\7601_101619_000010_000001.wav;"Socrates says, that some god tried to mix in one mass and to confound pain and pleasure, but not being able to do it; he bethought him at least to couple them by the tail. Metrodorus said, that in sorrow there is some mixture of pleasure.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96684\7641_96684_000030_000000.wav;"""To the god of the Underworld,"" said the servant.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000033_000002.wav;To Town Hall to see Mayor.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\57461\3915_57461_000017_000007.wav;"Be of good cheer, now, and look me in the face, and you will see that I am really a living man, and no vengeful goblin come to torment you.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000029_000000.wav;"""Wasn't I right to say the pretended discovery was purely imagination? But they would not believe me, and even you were against me, Wall.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000016_000005.wav;Another favorite present at this time, among Buddhists, is a cage of living birds, to be borne to the grave and released thereon.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000041_000001.wav;What should she do?;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141760\1701_141760_000016_000000.wav;"""Indeed?";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000031_000000.wav;But up came another boy.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000011_000002.wav;At an appointed time all the relatives assemble in the death chamber, and preparations are made for the bathing of the corpse.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000026_000003.wav;As it was, I had contradicted him twice, and he had laughed and liked it.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000075_000000.wav;"""Well, I am.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96670\7641_96670_000008_000001.wav;For Jason was the grandson of Cretheus, and Cretheus was the brother of Athamas, their grandfather.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000048_000003.wav;I married out West and have lived there all my life.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000027_000005.wav;mrs Lynde says she always feels shocked when she hears of anyone ever having been naughty, no matter how small they were.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000068_000000.wav;Billy laughed.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000004_000001.wav;To be sure, the concert left traces.;
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000018_000000.wav;"""Every one.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000015_000001.wav;Beside him stood a lad of nineteen, also a wounded officer of the Horse Guards.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000021_000000.wav;"""Is it Sergeant Troy?"" said the blurred spot in the snow, tremulously.";
opus_datasets/extracted/LibriTTS_R/dev-other\6467\94831\6467_94831_000006_000000.wav;"""Why, nothing, Aleck, my boy.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96252\7641_96252_000008_000001.wav;This penetration may exist not only in the degree which is required for justice, but also in the higher degree which leads to benevolence and well doing, to love of mankind.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000021_000000.wav;"""In the first place, a most exquisite anthem was sung by a trained choir.";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000086_000001.wav;monsieur!;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000014_000000.wav;'I do not mind cold and wet, and cross people, if I can get the pennies,' answered Tessa, feeling very brave with such a friend to help her.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000003_000001.wav;"""As if you yourself didn't bring her here with your crazy messages at this time of night!""";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000027_000000.wav;This is all in a measure true.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000012_000000.wav;'Indeed!';
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000015_000000.wav;"""Do, dear Polly, run over to morrow morning early.";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000007_000000.wav;THE body of Loreen lay in state at the Page mansion on the avenue. It was Sunday morning and the clear sweet spring air, just beginning to breathe over the city the perfume of early blossoms in the woods and fields, swept over the casket from one of the open windows at the end of the grand hall.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000003_000001.wav;And so there is.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000060_000002.wav;This is my home.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288047\116_288047_000019_000003.wav;In all probability, they argue, there was a man called Jesus, who said many helpful things, and led an exemplary life, and all the miracles and wonders represent the accretions of fond and pious ages.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000016_000000.wav;In the den neither Billy nor Bertram knew or cared what had become of Aunt Hannah and Pete.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000016_000002.wav;"""Behold then, chieftain, this is most expedient for thee to do to save me from all reproach; come here to morrow and take me away as though I knew nothing thereof."" ""I will do so,"" said he.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000025_000000.wav;"""Here she comes!";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000007_000001.wav;I have not lain down the whole night.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000018_000000.wav;"So the arrangements were made, with some difficulty, for the service at the tent; and Virginia with her uncle and Rollin, accompanied by Maxwell, Rachel and President Marsh, and the quartet from the First Church, went down and witnessed one of the strange things of their lives.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\29134\4831_29134_000021_000004.wav;It was Senator of the United States!;
opus_datasets/extracted/LibriTTS_R/dev-other\6467\97061\6467_97061_000003_000002.wav;"She is a disgrace to her family, and shall soon see her husband impaled on a stake.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7697\245715\7697_245715_000009_000001.wav;Wherefore, in making any assertion, we must be guided by the nature of things, except in those things which are above nature, and are made known to us by Divine authority.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141760\1701_141760_000011_000002.wav;The German landlady, hearing Rostov's loud voice, popped her head in at the door.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67803\6455_67803_000014_000000.wav;"""I am glad I came here,"" she said, at length.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000006_000001.wav;(The flag had already been taken by the French as a trophy.);
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000032_000002.wav;Anyway, I thrust the muzzle of my Colt's into the sailor's face.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000067_000001.wav;"""But something worse than common has come to you.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000019_000011.wav;He was the only one who saw them.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000009_000000.wav;One result of this is a multiplicity of action.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000100_000000.wav;"""I won't cry any more,"" declared Phronsie, wiping off the last tear trailing down her nose.";
opus_datasets/extracted/LibriTTS_R/dev-other\8254\115543\8254_115543_000021_000000.wav;"""Behold! a pure white cobra,"" cried the farmer.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000044_000001.wav;I have been unfortunate, a victim to circumstances, still I believe I know my duty.;
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96684\7641_96684_000040_000000.wav;"""You cannot ask me to do this, Heracles,"" said Admetus.";
opus_datasets/extracted/LibriTTS_R/dev-other\6455\66379\6455_66379_000032_000000.wav;"""What's the price of wood?""";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000021_000003.wav;The biographers of Lincoln or of Socrates do not seem to be interested in numbers.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000025_000001.wav;"""Would you like to have me tote it to you, or do you reckon you could toddle this far with yore little old iron?""";
opus_datasets/extracted/LibriTTS_R/dev-other\4153\61735\4153_61735_000030_000000.wav;"Leaping out, he secured it as it had been before, against the drift of the current; and then, taking stand under the shadow of the cotton tree, he appeared to await either a signal, or the appearance of some one, expected by appointment.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000094_000000.wav;"""He is from Massachusetts and beyond even the claimed bounds of your jurisdiction.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4153\61735\4153_61735_000004_000000.wav;Maurice Gerald was not the man-nor Louise Poindexter the woman-to shun such a consummation.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000012_000003.wav;In a brief moment it was over.;
opus_datasets/extracted/LibriTTS_R/dev-other\1650\173551\1650_173551_000030_000000.wav;"""Oh yes!"" said Pierre, rousing himself and rising hurriedly.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96670\7641_96670_000012_000002.wav;They gushed out into golden, silver, bronze, and iron basins.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\14911\4570_14911_000009_000013.wav;Pocket Beagles must not exceed ten inches.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000019_000000.wav;Farewell, Ferdinand!;
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000034_000003.wav;"you would hear, but you would not understand me; you would understand, but you would not obey me.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59186\6123_59186_000006_000000.wav;When we, as strangers, sought Their catering care, Veiled smiles bespoke their thought Of what we were.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000021_000004.wav;You ought to cultivate your imagination, you know. Miss Stacy says so.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\57461\3915_57461_000011_000006.wav;He would have fled into the house, but the ghost stretched forth its withered arm, and, clutching the back of his neck, scowled at him with a vindictive glare, and a hideous ghastliness of mien, so unspeakably awful that any ordinary man would have swooned with fear.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000008_000002.wav;As the loop settled, he jerked sharply upward, exactly as one would strike to hook a big fish.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000032_000000.wav;I really think I was just in time to save the man's life.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000011_000012.wav;And when it was time for them to go to sleep they went.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000021_000001.wav;"Oh, bless me, it's you, Phronsie!"" in pleased surprise.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000020_000003.wav;You haven't got into any scrape for over two months, and I was sure another one was due.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000004_000000.wav;"""I accompany my granddaughter to this-this entertainment,"" her ladyship responded.";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000005_000002.wav;I have been in England, and came here again as lively as a chaffinch.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000007_000003.wav;Lighting it, she turned around to see Anne herself lying on the bed, face downward among the pillows.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000005_000005.wav;I joined the Cattleman, and together we made our way afoot to the branding pen.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000026_000000.wav;Billy blushed.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000007_000009.wav;I knew not what to do.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000012_000002.wav;I'm in the depths of despair and I don't care who gets head in class or writes the best composition or sings in the Sunday school choir any more.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000005_000001.wav;"Were you listening?""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000008_000000.wav;"""The inspector is there,"" said the guard, pointing to the outer room.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000008_000003.wav;"""I am, lord,"" said he, ""and I have met with much trouble and received wounds unsupportable."" Then he told Arthur all his adventure.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000003_000000.wav;As early as sixteen seventy five, he went to the mouth of the Connecticut River with a small naval force, to assert his authority.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\291468\7601_291468_000010_000002.wav;He had withered, in fact, not through the process of years, but through the tropical fervor of his soul, which burnt like a vehement rushlight in his bosom, inciting him to incessant broils and bickerings.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000014_000001.wav;"And Arthur considered that it would go hard with him to let Geraint depart from him, and from his court; neither did he think it fair that his cousin should be restrained from going to protect his dominions and his boundaries, seeing that his father was unable to do so.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000012_000000.wav;"""The Louvre!"" cried Adela; ""O dear me, Polly Pepper.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000000_000001.wav;Lady Theobald's manner was chiefly distinguished by an implacable rigidity.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000056_000000.wav;"""They certainly are.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000015_000003.wav;She turned again for flight.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000005_000001.wav;"A fortune teller is consulted for important things, such as removals or marriages, but in every day life one cannot be running to a fortune teller about everything; and yet there is bad luck lurking in the background that may baffle all our plans if we do not observe the proper times and seasons for our undertakings.";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000023_000000.wav;"""Exactly.";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000040_000000.wav;"""There, there now.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000067_000000.wav;"""If you don't like it, leave it,"" said I, ""and get out, and be damned to you.""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000015_000000.wav;Arriving at Hartford on the thirty first of October, sixteen eighty seven, Andros found the general assembly in session in the meeting house.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000010_000003.wav;Next year it would be easier if Penelope got through her examinations successfully, but just now there was absolutely not a spare penny.;
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172528\3663_172528_000015_000006.wav;Did you not know what you have done to displease the Duke?;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000054_000000.wav;"""I will do it at the exact moment, uncle.";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000083_000002.wav;Her mother looked at her with sad eyes.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000021_000003.wav;On my right was the harbour, silvered over with a rising moon.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000012_000001.wav;"I shall not be afraid again.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4153\61735\4153_61735_000022_000003.wav;"If he be abroad there's a good chance of his seeing me on the open ground; not that I should care a straw, if it were only myself to be compromised.";
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000014_000000.wav;"""A letter from Nikolenka!";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000067_000003.wav;I should have come this evening and spent an hour or so with you, and then have gone away on the train tomorrow morning, and that would have been all.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000010_000002.wav;The visitors then offer the ceremonial bows to the corpse, as if it were alive.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000010_000006.wav;Who could tell what might have been accomplished by this time!;
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96684\7641_96684_000024_000003.wav;His mind was upon a great sacrifice, he said, and so he would not be able to feast with him.;
opus_datasets/extracted/LibriTTS_R/dev-other\1585\157660\1585_157660_000007_000000.wav;The Devil's Tavern was a resort for actors, authors, bohemians, lords and ladies, who did not retire early to their downy couches.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000001_000000.wav;CHAPTER nineteen;
opus_datasets/extracted/LibriTTS_R/dev-other\1650\173552\1650_173552_000012_000018.wav;"Yes, there she lies.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000055_000000.wav;From this moment, about four a m, the engine room became the centre of interest.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000022_000007.wav;And he was unknown to them because no such Jesus existed in their day.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000064_000000.wav;Griggs nodded his head.;
opus_datasets/extracted/LibriTTS_R/dev-other\1650\173552\1650_173552_000021_000001.wav;"""But, gentlemen...""";
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000068_000000.wav;"""Exactly,"" replied the doctor.";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000024_000000.wav;Meanwhile one of the three young ladies had said, 'What interesting man was that, with his lovely head of hair?;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000053_000002.wav;Some want their children to be better instructed than they themselves have been.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000007_000002.wav;"Do you think it could be called auburn now, Diana?""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000011_000001.wav;"We have stubbornly refused to yield our charter voluntarily, for it is the guardian of our political rights.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000028_000001.wav;"There was a boat mid lake; two men were in it.";
